seed,seat,agent,opponent,money,opp_money,won,status,turns,wall_s,unit_turns,effective_rate,move_share,harvested_units,milk_harvested,wool_harvested,milk_revenue,wool_revenue,milk_floor,wool_floor,animal_count,fertilizer_collected,unsold_units,unsold_milk,unsold_wool,drought_deaths,animals_escaped,shed_overflow,latency_p99_ms,n_errors
29,0,P0,P2,26762.0,27284.0,0,DONE,719,43.768,4853,0.9468,0.5768,646,104,90,6202,5873,4,42,5,156,19,1,0,2,1,9,16.3843,0
29,1,P2,P0,27284.0,26762.0,1,DONE,719,43.768,4853,0.9468,0.5768,646,104,90,6495,5947,0,38,5,156,19,1,0,2,1,3,19.0671,0
30,0,P2,P0,42562.0,42493.0,1,DONE,719,40.75,4853,0.9468,0.5768,646,104,90,22107,5947,0,38,5,156,19,1,0,2,1,3,15.034,0
30,1,P0,P2,42493.0,42562.0,0,DONE,719,40.75,4853,0.9468,0.5768,646,104,90,22107,5873,0,42,5,156,19,1,0,2,1,3,15.6922,0
30,0,P0,P2,42493.0,42562.0,0,DONE,719,40.685,4853,0.9468,0.5768,646,104,90,22107,5873,0,42,5,156,19,1,0,2,1,3,17.2618,0
30,1,P2,P0,42562.0,42493.0,1,DONE,719,40.685,4853,0.9468,0.5768,646,104,90,22107,5947,0,38,5,156,19,1,0,2,1,3,13.8723,0
31,0,P2,P0,46551.0,46482.0,1,DONE,719,38.811,4853,0.9468,0.5768,646,104,90,25863,5947,0,38,5,156,19,1,0,2,1,3,17.7706,0
31,1,P0,P2,46482.0,46551.0,0,DONE,719,38.811,4853,0.9468,0.5768,646,104,90,25863,5873,0,42,5,156,19,1,0,2,1,3,13.4849,0
31,0,P0,P2,46482.0,46551.0,0,DONE,719,27.539,4853,0.9468,0.5768,646,104,90,25863,5873,0,42,5,156,19,1,0,2,1,3,8.2268,0
31,1,P2,P0,46551.0,46482.0,1,DONE,719,27.539,4853,0.9468,0.5768,646,104,90,25863,5947,0,38,5,156,19,1,0,2,1,3,8.4659,0
