seed,seat,agent,opponent,money,opp_money,won,status,turns,wall_s,unit_turns,effective_rate,move_share,harvested_units,fertilizer_collected,unsold_units,drought_deaths,animals_escaped,shed_overflow,latency_p99_ms,n_errors
6,1,A_diversified,B_cow_sheep,33451.0,52950.0,0,DONE,719,17.382,4025,0.9448,0.5722,532,122,55,1,4,17,3.0659,0
6,0,B_cow_sheep,C_goose_wheat,46629.0,24794.0,1,DONE,719,19.468,4853,0.9472,0.578,640,155,10,2,1,3,4.4691,0
6,1,C_goose_wheat,B_cow_sheep,24794.0,46629.0,0,DONE,719,19.468,4853,0.9289,0.5724,741,109,4,2,0,0,5.0941,0
6,0,A_diversified,B_cow_sheep,33451.0,52950.0,0,DONE,719,19.752,4025,0.9448,0.5722,532,122,55,1,4,17,7.5111,0
6,1,B_cow_sheep,A_diversified,52950.0,33451.0,1,DONE,719,19.752,4853,0.9472,0.578,640,155,10,2,1,3,4.1727,0
6,0,C_goose_wheat,B_cow_sheep,24794.0,46629.0,0,DONE,719,22.452,4853,0.9289,0.5724,741,109,4,2,0,0,8.7304,0
6,1,B_cow_sheep,C_goose_wheat,46629.0,24794.0,1,DONE,719,22.452,4853,0.9472,0.578,640,155,10,2,1,3,4.8329,0
7,0,B_cow_sheep,B_cow_sheep,54356.0,54356.0,0,DONE,719,17.907,4853,0.9472,0.578,640,155,10,2,1,3,5.7219,0
7,1,B_cow_sheep,B_cow_sheep,54356.0,54356.0,0,DONE,719,17.907,4853,0.9472,0.578,640,155,10,2,1,3,5.3776,0
7,0,B_cow_sheep,A_diversified,44741.0,26564.0,1,DONE,719,15.881,4853,0.9472,0.578,640,155,10,2,1,3,4.3874,0
7,1,A_diversified,B_cow_sheep,26564.0,44741.0,0,DONE,719,15.881,4025,0.9434,0.5749,515,123,23,2,6,29,2.3693,0
7,0,B_cow_sheep,C_goose_wheat,62175.0,25430.0,1,DONE,719,20.523,4853,0.9472,0.578,640,155,10,2,1,3,7.0656,0
7,1,C_goose_wheat,B_cow_sheep,25430.0,62175.0,0,DONE,719,20.523,4853,0.9289,0.5724,741,109,4,2,0,0,2.7783,0
7,0,A_diversified,B_cow_sheep,27113.0,44826.0,0,DONE,719,18.226,4025,0.9431,0.5707,519,128,25,0,5,25,5.4921,0
7,1,B_cow_sheep,A_diversified,44826.0,27113.0,1,DONE,719,18.226,4853,0.9472,0.578,640,155,10,2,1,3,4.6786,0
7,0,C_goose_wheat,B_cow_sheep,25430.0,62175.0,0,DONE,719,22.117,4853,0.9289,0.5724,741,109,4,2,0,0,18.8573,0
7,1,B_cow_sheep,C_goose_wheat,62175.0,25430.0,1,DONE,719,22.117,4853,0.9472,0.578,640,155,10,2,1,3,5.9381,0
8,0,B_cow_sheep,B_cow_sheep,45531.0,45531.0,0,DONE,719,17.554,4853,0.9472,0.578,640,155,10,2,1,3,6.4658,0
